title,content,url,sub_title,year
"Complete coding genome sequence for Mogiana tick virus, a Jingmenvirus isolated from ticks in Brazil","… group are diverse, globally distributed, and capable of infecting a wide range of animal 
hosts (1… Here, we report the complete coding genome sequence (ie, only missing portions of 
terminal … , the segmented nature of the genome was not understood. Therefore, only the two …",https://journals.asm.org/doi/abs/10.1128/genomeA.00232-17,"EC Villa, SR Maruyama… - Genome …, 2017 - Am Soc Microbiol",2017
The dog aging project: translational geroscience in companion animals,"… Here, we present a rationale for increasing the role of companion dogs as an animal model 
… is closer to our own than that of any other animal. Dogs are exposed to many of the same 
… are typically studied in a highly controlled animal facility environment that is generally free …",https://link.springer.com/article/10.1007/s00335-016-9638-7,"M Kaeberlein, KE Creevy, DEL Promislow - Mammalian genome, 2016 - Springer",2016
Big data: astronomical or genomical?,"… We anticipate this sequencing will encompass genome sequences for most of the … there will 
be at least 2.5 million plant and animal genome sequences by 2025. For example, the … 
announced a massive project of their own to sequence one million plant and animal genomes [17]. …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002195,"ZD Stephens, SY Lee, F Faghri, RH Campbell… - PLoS …, 2015 - journals.plos.org",2015
"Generation, annotation, evolutionary analysis, and database integration of 20,000 unique sea urchin EST clusters","… a model organism and continues to be the animal model of choice for many embryologists … 
project, trace control files allowing the visualization of the quality of each base, as well as cDNA 
clones and filter arrays, are available at the resource center of the German genome project …",https://genome.cshlp.org/content/13/12/2736.short,"AJ Poustka, D Groth, S Hennig, S Thamm… - Genome …, 2003 - genome.cshlp.org",2003
Easi-CRISPR: a robust method for one-step generation of mice carrying conditional and insertion alleles using long ssDNA donors and CRISPR …,"… Easi-CRISPR solves the major problem of animal genome engineering, namely the 
inefficiency of targeted DNA cassette insertion. The … injected per locus to successfully complete 
a project (to obtain at least one correctly targeted animal). The overall efficiency of individual …",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-017-1220-4,"RM Quadros, H Miura, DW Harms… - Genome …, 2017 - genomebiology.biomedcentral.com",2017
Mixed transmission modes and dynamic genome evolution in an obligate animal–bacterial symbiosis,"… recombination and a dynamic symbiont genome structure consistent with evolutionary … 
Our data support the strong influence horizontal transmission can have on symbiont genome 
… reference symbiont genome were used as a starting point for de novo genome assembly in …",https://www.nature.com/articles/ismej201710,"SL Russell, RB Corbett-Detig, CM Cavanaugh - The ISME journal, 2017 - nature.com",2017
Phylogenetic-based propagation of functional annotations within the Gene Ontology consortium,"… The goal of the Gene Ontology (GO) project is to provide a uniform way to describe the … To 
make as accurate inferences as possible, the GO Consortium's Reference Genome Project is 
using … The gene was then coopted in the animal MRCA for a role in apoptosis, and later, in the …",https://academic.oup.com/bib/article-abstract/12/5/449/270709,"P Gaudet, MS Livstone, SE Lewis… - Briefings in …, 2011 - academic.oup.com",2011
Sequence and comparative analysis of the chicken genome provide unique perspectives on vertebrate evolution.,"… The chicken also represents the first agricultural animal to have its genome sequenced. 
Modern birds (Ornithurae) evolved from therapod … However, this type of analysis can be 
complicated by artefacts inevitably present in a draft genome project such as those introduced by …",https://escholarship.org/uc/item/44v0c3r5,"International Chicken Genome Sequencing … - Nature, 2004 - escholarship.org",2004
Charting a course for genomic medicine from base pairs to bedside,"… Human Genome Project (HGP) in 2003 and the publication of a reference human genome … 
The scientific community’s foresight in launching this ambitious project 3 is evident in the broad 
… cellular genome,” and he advocated sequencing “the whole genome of a selected animal …",https://www.nature.com/articles/nature09764,"ED Green, MS Guyer - Nature, 2011 - nature.com",2011
Local drug and gene delivery through microbubbles,"… As a result of the human genome project and continuing advances in molecular biology, 
many therapeutic genes have been discovered. … Gene therapy with VEGF has been shown 
in animal studies as well as clinical trials to increase angiogenesis (new vessel formation) in …",https://www.sciencedirect.com/science/article/pii/S0033062001000184,"EC Unger, E Hersh, M Vannan, TO Matsunaga… - Progress in …, 2001 - Elsevier",2001
Insights and applications from sequencing the bovine genome,"… The goal of this project is to identify hundreds of thousands of single nucleotide polymorphisms 
(SNPs) from which to develop a … genome sequence provides the context within which to 
integrate physiology and genetics. Many applications from the genome sequence to animal …",https://www.publish.csiro.au/rd/RD07157,"DL Adelson - Reproduction, Fertility and Development, 2007 - CSIRO Publishing",2007
An improved pig reference genome sequence to enable pig genetics and genomics research,"… In farmed animal species such as the domestic pig (Sus scrofa, NCBI:txid9823) genome … 
genome sequence as demonstrated by the public Human Genome Project. However, with a 
fraction of the financial resources of the Human Genome Project, the resulting draft pig genome …",https://academic.oup.com/gigascience/article-abstract/9/6/giaa051/5858065,"A Warr, N Affara, B Aken, H Beiki, DM Bickhart… - …, 2020 - academic.oup.com",2020
The state of algal genome quality and diversity,"… authors; indeed, project scope and budget can dictate the generation of genome 
assemblies without gene models… genome annotation pipeline (https://www.ncbi.nlm.nih.gov/genome/annotation_euk/all/); 
however, this pipeline has been only applied to plant and animal genome …",https://www.sciencedirect.com/science/article/pii/S2211926420301016,"ER Hanschen, SR Starkenburg - Algal Research, 2020 - Elsevier",2020
ORFeome cloning and global analysis of protein localization in the fission yeast Schizosaccharomyces pombe,"… sequencing errors in the genome project. Upon cloning these 15 ORFs from the genome of 
the strain used in the genome project (the 972 … However, the sequence of one of the fifteen 
clones (SPAC1782.09c) from 972 h − was identical to the one reported in the genome project, …",https://www.nature.com/articles/nbt1222,"A Matsuyama, R Arai, Y Yashiroda, A Shirai… - Nature …, 2006 - nature.com",2006
Genes Encoding the N-Acyl Homoserine Lactone-Degrading Enzyme Are Widespread in Many Subspecies of Bacillus thuringiensis,"… In our company, the microbial genome project of Bacillus thuringiensis subsp. morrisoni has 
been ongoing, and 90% of the genome has … Because many animal and plant pathogens use 
quorum sensing to regulate virulence, the quorum-sensing system is an attractive target for …",https://journals.asm.org/doi/abs/10.1128/AEM.68.8.3919-3924.2002,"SJ Lee, SY Park, JJ Lee, DY Yum… - Applied and …, 2002 - Am Soc Microbiol",2002
Genome‐wide association study for milk somatic cell score in holstein cattle using copy number variation as markers,"… Copy number variants are distributed over the whole genome in humans, domestic animals 
and other species; they are defined as large-scale genome mutations ranging from 50 bp to 
several Mb compared with a reference genome, which are presented as insertions, deletions …",https://onlinelibrary.wiley.com/doi/abs/10.1111/jbg.12238,"M Durán Aguilar, SI Román Ponce… - Journal of Animal …, 2017 - Wiley Online Library",2017
Genome Sequence and Assembly of Bos indicus,"… The animal used was a male Brazilian Nellore, a breed imported from India mainly in the first 
half of the 20th century. In Brazil, Nellore was … sequenced genome in this work is that of a 
male, an additional Y chromosome reference was used for Y chromosome assembly: Project ID…",https://academic.oup.com/jhered/article-abstract/103/3/342/851275,"FC Canavez, DD Luche, P Stothard… - Journal of …, 2012 - academic.oup.com",2012
Completion of the swine genome will simplify the production of swine as a large animal biomedical model,"… As a general rule, animal models for human disease provide researchers with the knowledge 
of disease progression, and insights into new … from a sequenced genome that there were 
not multiple gene family members of CFTR would have reduced the risk of the overall project. …",https://bmcmedgenomics.biomedcentral.com/articles/10.1186/1755-8794-5-55,"EM Walters, E Wolf, JJ Whyte… - BMC medical …, 2012 - bmcmedgenomics.biomedcentral …",2012
Porphyra: a marine crop shaped by stress,"… Antioxidant and mycosporine-like amino acid activities have been partially characterized in 
Porphyra, but, as we discuss here, the Porphyra umbilicalis genome project will further elucidate 
proteins associated with stress tolerance. Furthermore, phylogenomic and transcriptomic …",https://www.sciencedirect.com/science/article/pii/S136013851000230X,"NA Blouin, JA Brodie, AC Grossman, P Xu… - Trends in plant …, 2011 - Elsevier",2011
